match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
3356189302,Dire,43.0,88.0,1.0,13.0,109.0,73.0,112.0,50.0,74.0,17.0,12.0,7.0,110.0,83.0,33.0,31.0,104.0,107.0,106.0,95.0
3356160859,Radiant,82.0,51.0,13.0,53.0,12.0,60.0,31.0,65.0,43.0,94.0,88.0,92.0,38.0,70.0,49.0,75.0,18.0,16.0,33.0,39.0
3356203915,Dire,82.0,51.0,1.0,63.0,94.0,88.0,60.0,18.0,104.0,65.0,27.0,45.0,57.0,81.0,14.0,13.0,16.0,75.0,6.0,9.0
3356214219,Dire,60.0,31.0,40.0,79.0,47.0,91.0,53.0,113.0,104.0,18.0,27.0,23.0,7.0,46.0,109.0,88.0,13.0,86.0,77.0,106.0
3356274394,Radiant,88.0,60.0,45.0,6.0,61.0,91.0,53.0,47.0,113.0,23.0,31.0,69.0,41.0,94.0,65.0,16.0,13.0,30.0,70.0,1.0
3356100221,Radiant,60.0,77.0,29.0,53.0,45.0,40.0,88.0,10.0,74.0,43.0,31.0,104.0,7.0,63.0,106.0,16.0,37.0,36.0,80.0,13.0
3356148145,Radiant,60.0,77.0,65.0,104.0,39.0,40.0,88.0,6.0,95.0,25.0,27.0,13.0,62.0,54.0,35.0,16.0,75.0,18.0,33.0,43.0
3356260301,Dire,9.0,13.0,87.0,77.0,46.0,88.0,23.0,107.0,29.0,97.0,41.0,68.0,60.0,45.0,1.0,65.0,89.0,53.0,92.0,7.0
3356321398,Radiant,89.0,103.0,40.0,112.0,61.0,65.0,41.0,95.0,18.0,90.0,88.0,97.0,13.0,44.0,31.0,7.0,92.0,45.0,107.0,46.0
3356251885,Dire,91.0,90.0,61.0,59.0,36.0,13.0,68.0,48.0,39.0,1.0,23.0,79.0,9.0,51.0,18.0,7.0,112.0,104.0,12.0,106.0
3356308437,Radiant,68.0,13.0,15.0,53.0,39.0,91.0,90.0,41.0,55.0,49.0,27.0,28.0,40.0,36.0,74.0,7.0,31.0,104.0,63.0,106.0
3356371427,Dire,4.0,51.0,18.0,81.0,99.0,60.0,88.0,94.0,13.0,17.0,31.0,69.0,63.0,86.0,106.0,23.0,68.0,41.0,25.0,109.0
3356461133,Dire,60.0,23.0,18.0,13.0,78.0,4.0,68.0,43.0,59.0,25.0,41.0,111.0,109.0,88.0,34.0,31.0,69.0,107.0,10.0,104.0
3356203606,Dire,16.0,88.0,18.0,60.0,34.0,47.0,75.0,93.0,8.0,104.0,39.0,100.0,41.0,68.0,114.0,65.0,86.0,23.0,1.0,13.0
3356245174,Dire,88.0,16.0,7.0,13.0,86.0,47.0,75.0,29.0,112.0,104.0,60.0,12.0,87.0,63.0,33.0,65.0,77.0,39.0,107.0,37.0
3357766680,Radiant,55.0,60.0,18.0,43.0,77.0,31.0,16.0,6.0,54.0,70.0,92.0,13.0,88.0,63.0,94.0,91.0,65.0,87.0,49.0,81.0
3357892393,Radiant,31.0,88.0,63.0,75.0,94.0,55.0,60.0,18.0,35.0,65.0,91.0,84.0,77.0,49.0,39.0,16.0,13.0,92.0,6.0,43.0
3357781916,Radiant,91.0,88.0,45.0,40.0,81.0,60.0,31.0,68.0,70.0,54.0,16.0,13.0,36.0,27.0,8.0,28.0,73.0,111.0,65.0,43.0
3357885749,Radiant,16.0,13.0,70.0,36.0,99.0,91.0,60.0,18.0,45.0,65.0,88.0,73.0,50.0,4.0,51.0,27.0,23.0,77.0,98.0,53.0
3357776957,Dire,31.0,91.0,49.0,47.0,12.0,6.0,13.0,18.0,77.0,65.0,88.0,39.0,75.0,109.0,9.0,50.0,60.0,28.0,43.0,113.0
3357952027,Radiant,6.0,60.0,18.0,98.0,46.0,31.0,88.0,12.0,104.0,41.0,13.0,50.0,69.0,102.0,93.0,16.0,75.0,63.0,65.0,49.0
3357776843,Radiant,60.0,77.0,68.0,18.0,16.0,88.0,31.0,104.0,63.0,12.0,107.0,43.0,87.0,65.0,95.0,5.0,29.0,25.0,56.0,28.0
3357890369,Dire,88.0,107.0,65.0,15.0,95.0,60.0,77.0,39.0,13.0,70.0,31.0,41.0,62.0,25.0,98.0,50.0,43.0,16.0,104.0,18.0
3358011344,Dire,91.0,7.0,77.0,106.0,12.0,32.0,88.0,36.0,40.0,18.0,90.0,51.0,65.0,74.0,99.0,27.0,60.0,13.0,61.0,54.0
3358109772,Radiant,88.0,65.0,68.0,74.0,39.0,90.0,100.0,70.0,80.0,59.0,91.0,7.0,36.0,107.0,1.0,16.0,41.0,75.0,72.0,45.0
3357974421,Dire,65.0,92.0,91.0,45.0,53.0,4.0,23.0,18.0,109.0,13.0,60.0,86.0,41.0,48.0,98.0,7.0,77.0,89.0,9.0,87.0
3358044227,Radiant,4.0,23.0,75.0,31.0,98.0,65.0,92.0,77.0,6.0,40.0,13.0,16.0,91.0,53.0,36.0,7.0,60.0,5.0,18.0,55.0
3358069339,Radiant,88.0,65.0,34.0,64.0,11.0,97.0,23.0,77.0,41.0,93.0,7.0,68.0,13.0,29.0,10.0,60.0,51.0,111.0,18.0,49.0
3358153024,Dire,97.0,23.0,33.0,13.0,98.0,91.0,88.0,39.0,75.0,34.0,65.0,77.0,86.0,16.0,9.0,60.0,111.0,7.0,18.0,52.0
3357986778,Radiant,88.0,31.0,41.0,18.0,1.0,47.0,75.0,86.0,60.0,104.0,7.0,12.0,111.0,63.0,107.0,23.0,68.0,65.0,39.0,73.0
3358068997,Radiant,31.0,88.0,68.0,13.0,17.0,47.0,75.0,65.0,86.0,51.0,7.0,12.0,112.0,15.0,36.0,107.0,18.0,55.0,64.0,25.0
3358183864,Dire,60.0,31.0,109.0,68.0,94.0,73.0,112.0,12.0,65.0,13.0,7.0,92.0,43.0,18.0,2.0,88.0,53.0,50.0,10.0,40.0
3358237109,Dire,73.0,112.0,109.0,65.0,41.0,53.0,31.0,43.0,77.0,18.0,71.0,13.0,92.0,40.0,114.0,60.0,50.0,97.0,106.0,12.0
3358105051,Radiant,82.0,75.0,6.0,11.0,86.0,31.0,88.0,65.0,49.0,106.0,16.0,27.0,40.0,108.0,99.0,13.0,51.0,53.0,77.0,50.0
3358205135,Radiant,75.0,82.0,53.0,9.0,94.0,31.0,88.0,61.0,44.0,106.0,16.0,27.0,55.0,77.0,46.0,13.0,6.0,111.0,65.0,51.0
3358232771,Radiant,91.0,84.0,63.0,88.0,49.0,31.0,43.0,107.0,39.0,87.0,77.0,65.0,114.0,13.0,112.0,60.0,5.0,104.0,95.0,106.0
3358299746,Radiant,31.0,60.0,13.0,43.0,25.0,91.0,84.0,87.0,106.0,39.0,55.0,18.0,75.0,71.0,88.0,114.0,65.0,95.0,51.0,36.0
3358157593,Dire,91.0,31.0,12.0,112.0,94.0,60.0,65.0,46.0,49.0,61.0,16.0,92.0,21.0,77.0,104.0,88.0,13.0,50.0,6.0,17.0
3358228417,Radiant,60.0,92.0,72.0,11.0,53.0,91.0,31.0,109.0,65.0,15.0,88.0,112.0,78.0,43.0,63.0,86.0,51.0,80.0,8.0,40.0
